2.8151845,4.2167950,0.0000000
2.6614183,4.2604843,0.1990092
2.4653901,4.2165874,0.3980184
2.2755228,4.1443152,0.5970276
2.0958721,4.0531869,0.7960368
1.9267578,3.9488900,0.9950461
1.7633653,3.8324275,1.1940553
1.6073295,3.7085257,1.3930645
1.4554274,3.5790229,1.5920737
1.3064049,3.4470253,1.7910829
1.1570943,3.3138436,1.9900921
1.0086249,3.1842594,2.1891013
0.8532872,3.0553220,2.3881105
0.6948918,2.9336233,2.5871198
0.5336605,2.8220451,2.7861290
0.3618346,2.7183749,2.9851382
0.1853034,2.6277823,3.1841474
0.0054794,2.5471055,3.3831566
-0.1798995,2.4753840,3.5821658
-0.3697507,2.4152214,3.7811750
-0.5618496,2.3688431,3.9801842
-0.7568928,2.3364633,4.1791935
-0.9549550,2.3180543,4.3782027
-1.1553282,2.3133907,4.5772119
-1.3539575,2.3217191,4.7762211
-1.5511822,2.3417671,4.9752303
-1.7492129,2.3725613,5.1742395
-1.9433655,2.4118716,5.3732487
-2.1369521,2.4585482,5.5722579
-2.3297233,2.5107534,5.7712672
-2.5201313,2.5660762,5.9702764
-2.7121568,2.6236198,6.1692856
-2.9019551,2.6801860,6.3682948
-3.0941547,2.7349605,6.5673040
-3.2864800,2.7851351,6.7663132
-3.4809081,2.8291298,6.9653224
-3.6767005,2.8647757,7.1643316
-3.8741572,2.8903350,7.3633409
-4.0726913,2.9041005,7.5623501
-4.2717423,2.9046142,7.7613593
-4.4701692,2.8905990,7.9603685
-4.6671638,2.8609234,8.1593777
-4.8605497,2.8151474,8.3583869
-5.0503310,2.7525735,8.5573961
-5.2321765,2.6744245,8.7564053
-5.4091861,2.5787250,8.9554146
-5.5741880,2.4687352,9.1544238
-5.7292605,2.3419529,9.3534330
-5.8704940,2.1986832,9.5524422
-5.9898977,2.0429451,9.7514514
-6.0839121,1.8701237,9.9504606
-6.1417358,1.6807885,10.1494698
-6.1531042,1.4782366,10.3484790
-6.1379620,1.3346450,10.5474883
-6.2150794,1.2175618,10.7464975
-6.1520668,1.0250730,10.9455067
-6.0549403,0.8424217,11.1445159
-5.9447929,0.6780718,11.3435251
-5.8192079,0.5198548,11.5425343
-5.6839519,0.3729563,11.7415435
-5.5377369,0.2352068,11.9405527
-5.3842039,0.1104520,12.1395620
-5.2195791,-0.0033038,12.3385712
-5.0487123,-0.1023743,12.5375804
-4.8691794,-0.1889490,12.7365896
-4.6846411,-0.2623940,12.9355988
-4.4956086,-0.3240853,13.1346080
-4.3034658,-0.3752984,13.3336172
-4.1090045,-0.4176484,13.5326264
-3.9131911,-0.4526914,13.7316356
-3.7163148,-0.4819278,13.9306449
-3.5188285,-0.5067538,14.1296541
-3.3209940,-0.5285338,14.3286633
-3.1229635,-0.5484775,14.5276725
-2.9248330,-0.5674896,14.7266817
-2.7266510,-0.5857722,14.9256909
-2.5284266,-0.6032863,15.1247001
-2.3300467,-0.6198638,15.3237093
-2.1317200,-0.6353052,15.5227186
-1.9331078,-0.6494574,15.7217278
-1.7345070,-0.6621249,15.9207370
-1.5358362,-0.6731454,16.1197462
-1.3369304,-0.6823629,16.3187554
-1.1382069,-0.6896030,16.5177646
-0.9390996,-0.6947336,16.7167738
-0.7401117,-0.6975953,16.9157830
-0.5412082,-0.6980559,17.1147923
-0.3420186,-0.6959681,17.3138015
-0.1432361,-0.6911041,17.5128107
0.0557182,-0.6830044,17.7118199
0.2544104,-0.6708431,17.9108291
0.4523716,-0.6537107,18.1098383
0.6503120,-0.6305381,18.3088475
0.8469506,-0.6005051,18.5078567
1.0422039,-0.5627205,18.7068660
1.2358335,-0.5163358,18.9058752
1.4267773,-0.4607871,19.1048844
1.6147007,-0.3953999,19.3038936
1.7986579,-0.3197699,19.5029028
1.9781991,-0.2335734,19.7019120
2.1526663,-0.1371260,19.9009212
2.3225948,-0.0306379,20.0999304
2.4846952,0.0833786,20.2989397
2.6417830,0.2066972,20.4979489
2.7932702,0.3382252,20.6969581
2.9378841,0.4735282,20.8959673
3.0792684,0.6081834,21.0949765
3.2227612,0.7410116,21.2939857
3.3675363,0.8790316,21.4929949
3.5054296,1.0254123,21.6920041
3.6302428,1.1769677,21.8910134
3.7462844,1.3412251,22.0900226
3.8477868,1.5122099,22.2890318
3.9349978,1.6913963,22.4880410
4.0066312,1.8780470,22.6870502
4.0608565,2.0692317,22.8860594
4.0971183,2.2656313,23.0850686
4.1137887,2.4638542,23.2840778
4.1098765,2.6628762,23.4830871
4.0842680,2.8604248,23.6820963
4.0367857,3.0534308,23.8811055
3.9673220,3.2402773,24.0801147
3.8771225,3.4175987,24.2791239
3.7670792,3.5839335,24.4781331
3.6388702,3.7371996,24.6771423
3.4954794,3.8744728,24.8761515
3.3344973,3.9972502,25.0751607
3.1654526,4.0976432,25.2741700
2.9817116,4.1768319,25.4731792
2.7896737,4.2215279,25.6721884
2.8151845,4.2167950,25.8711976
